# MAE takes the multiplication factor of 2 for avg(|(Target)-(Reconstrcted)|)
Airfoil_name,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,MAE
AH 81-K-144 W-F KLAPPE,1,0,0,0,0,0,0,0,0,0,0,0,0
AH 93-W-480B,0,1,0,0,0,0,0,0,0,0,0,0,0
CHEN AIRFOIL,0,0,1,0,0,0,0,0,0,0,0,0,0
E195  (11.82%),0,0,0,1,0,0,0,0,0,0,0,0,0
EPPLER 664 (EXTENDED) AIRFOIL,0,0,0,0,1,0,0,0,0,0,0,0,0
EPPLER 864 STRUT AIRFOIL,0,0,0,0,0,1,0,0,0,0,0,0,0
FX 79-W-660A,0,0,0,0,0,0,1,0,0,0,0,0,0
GOE 531 AIRFOIL,0,0,0,0,0,0,0,1,0,0,0,0,0
Griffith 30% Suction Airfoil,0,0,0,0,0,0,0,0,1,0,0,0,0
RONCZ R1145MS MAIN ELEMENT,0,0,0,0,0,0,0,0,0,1,0,0,0
S9104,0,0,0,0,0,0,0,0,0,0,1,0,0
S2048,0.090708,0.001165,-0.110116,1.244987,0.01626,-0.21339,0.035461,-0.179139,0.01626,0.036887,0.100176,-0.039259,0.002017596
E169  (14.4%),0.132341,0.072995,-0.04201,0.785424,0.075655,0.190907,-0.122283,-0.13934,-0.044932,0.137312,-0.052042,0.005974,0.00201831
NACA 1410,0.153064,0.064767,-0.062484,1.04625,0.067079,-0.155501,-0.025685,-0.134344,-0.018863,0.104232,-0.014981,-0.023533,0.002020208
EPPLER 678 AIRFOIL,-0.035853,-0.076795,-0.140073,0.755435,0.060089,-0.124938,0.106274,-0.043681,0.219624,0.029696,0.314679,-0.064456,0.00202056
NASA/LANGLEY RC10-64C AIRFOIL,0.129955,0.00466,-0.033102,1.107473,0.021578,-0.267254,0.054803,-0.142417,0.05582,0.092171,-0.015794,-0.007892,0.00202105
EPPLER 435 AIRFOIL,-0.117932,-0.018222,-0.083167,0.769199,0.085584,0.038374,0.027389,-0.101347,0.193425,-0.004439,0.287299,-0.076162,0.002022348
GOE 365 AIRFOIL,0.049293,0.000012,0.191604,0.703905,0.046185,-0.119061,0.022283,0.089221,0.080918,-0.028409,-0.005681,-0.030271,0.002024556
"NACA 66,2-(1.8)12 A=.6 P-51 TIP AIRFOIL",0.000882,-0.006949,-0.074464,1.146953,0.003322,-0.213078,0.052466,-0.139609,0.179886,0.028398,0.023568,-0.001375,0.002024796
NASA NLF(1)-1015,-0.090006,-0.023718,-0.183787,0.856722,0.071932,-0.089643,0.057301,-0.089715,0.217973,0.027125,0.338082,-0.092264,0.002025716
AG23 XC Bubble Dancer Root Airfoil,0.125118,0.035471,-0.025644,0.933052,0.059765,-0.111405,-0.069585,-0.076111,0.051655,0.085949,0.016582,-0.024848,0.002026594
NACA M3,0.183145,0.011161,-0.083738,1.084974,-0.006286,-0.166658,0.044814,-0.189834,0.038793,0.08297,0.001693,-0.001034,0.002027018
GIII BL387 AIRFOIL,0.110127,0.003139,0.051974,1.132951,0.026876,-0.235514,0.032902,-0.175731,0.023285,0.048214,-0.00798,-0.010242,0.002028894
FX 73-CL3-152,0.037454,0.030844,0.149793,0.263135,0.058095,0.197709,-0.057351,0.176011,-0.054933,-0.046735,0.263135,-0.017157,0.002030692
GOE 803 (HACKLINGER) AIRFOIL,0.027946,0.099845,0.173663,0.886548,-0.000551,-0.181456,-0.085473,0.102279,-0.041889,-0.010147,0.140416,-0.111182,0.002036298
AH 83-159,-0.115963,-0.0088,0.068776,0.673998,0.033659,-0.011495,-0.001803,0.04585,0.29233,0.001729,0.026501,-0.004782,0.002039852
20-32C AIRFOIL,0.077255,0.0582,0.317423,0.59229,0.047658,-0.151392,-0.055809,0.127729,-0.037681,-0.013117,0.008924,0.028521,0.002042028
BOEING-VERTOL VR-5 AIRFOIL,-0.022583,-0.021159,0.117251,0.959659,0.021197,-0.065292,0.019153,-0.046543,0.127495,-0.082989,0.007242,-0.01343,0.002044462
AG54,0.142967,0.004169,-0.000552,1.157393,0.008851,-0.169031,-0.000125,-0.07691,-0.072958,0.066028,-0.048561,-0.011271,0.002044556
EPPLER 521 AIRFOIL,0.073628,0.015642,-0.070226,0.991288,0.014049,-0.012774,-0.018821,-0.169985,0.134743,0.059601,-0.015884,-0.001262,0.002048886
EPPLER 580 AIRFOIL,-0.181721,0.027558,-0.12344,0.9008,0.091826,0.152155,-0.013963,-0.208078,0.080403,0.00017,0.366136,-0.091845,0.00205025
GOE 435 AIRFOIL,0.176285,0.01746,-0.104557,0.095411,0.053073,0.539023,-0.054402,0.100436,0.060056,-0.057768,0.186031,-0.011048,0.00205047
FX 61-168 AIRFOIL,-0.214779,0.004717,-0.010837,0.911351,0.054745,0.234847,-0.020291,-0.212016,0.086303,-0.00836,0.215128,-0.040807,0.002051
NACA 2421,0.21178,0.020593,0.007045,0.354873,0.04882,0.129675,0.024754,-0.012417,0.111188,0.063213,0.048591,-0.008114,0.002051534
GOE 507 AIRFOIL,0.148449,0.011221,0.025574,0.870986,0.043711,-0.201599,-0.006652,0.04098,0.001081,0.128173,-0.023681,-0.038242,0.002051766
WORTMANN FX 66-17A-175 AIRFOIL,-0.283274,-0.001015,0.055506,0.980987,-0.018026,0.431535,-0.034386,-0.032959,-0.10468,-0.082952,0.107885,-0.018621,0.002052182
FX 66-182 AIRFOIL,-0.351507,-0.017845,0.054339,0.984956,-0.019373,0.410177,-0.016992,-0.067815,0.000333,-0.085673,0.111427,-0.002028,0.002056426
UAG 88-143/20,-0.024489,-0.006477,0.01817,0.712518,0.031983,-0.170369,0.042524,0.229409,0.258072,-0.062908,0.08472,-0.113153,0.002056614
GOE 79 (PFALZ 11) AIRFOIL,0.098858,0.03684,0.321546,0.819884,0.018324,-0.263078,-0.013581,0.103017,-0.020405,-0.025908,-0.020717,-0.054779,0.002059708
WORTMANN FX 72-MS-150A AIRFOIL,-0.348565,0.002288,-0.033172,0.779992,0.047871,0.294441,-0.063147,0.223143,0.034211,-0.086385,0.269348,-0.120025,0.002059712
S8064,0.059102,-0.003398,-0.120243,1.121071,0.005996,-0.164083,0.046193,-0.152042,0.133608,0.037322,0.043956,-0.007482,0.002061138
GOE 207 (AVIATIK V8) AIRFOIL,0.027845,-0.00335,0.538512,0.524696,-0.005829,-0.142501,0.007951,0.081508,0.01399,-0.035742,0.032725,-0.039806,0.002061682
GOE 429 AIRFOIL,0.241574,0.058682,-0.078889,0.892188,0.07927,-0.0351,-0.085834,-0.180696,0.035836,0.098941,-0.001476,-0.024496,0.00206339
SA7025,0.043559,0.030407,-0.009511,1.11054,0.003304,-0.133369,-0.020357,0.005733,-0.031822,0.012997,0.003987,-0.015467,0.002063806
EPPLER 587 AIRFOIL,-0.11387,-0.054699,-0.072462,0.743153,0.092512,0.028237,0.058386,-0.094789,0.199852,0.018393,0.268994,-0.073707,0.002065894
CLARK V AIRFOIL,0.127844,-0.000579,-0.077711,0.96769,0.017483,-0.172369,0.061012,0.010222,0.008602,0.055404,0.02487,-0.022468,0.00206844
GOE 534 AIRFOIL,0.361861,0.076545,0.132903,0.436708,0.030634,0.047709,-0.085833,0.197488,-0.078076,-0.030264,-0.050564,-0.039112,0.002069608
GOE 602 MOD. AIRFOIL,0.041085,0.093483,-0.043742,1.059354,0.000882,-0.089254,-0.062378,0.007314,-0.013428,0.005229,0.045809,-0.044354,0.00207217
GOE 238 (HANSA-BRANDENBURG) AIRFOIL,0.004411,-0.014471,0.377713,0.566017,0.020713,-0.056489,-0.009424,0.07508,0.021742,-0.006277,-0.058915,0.0799,0.002073292
EPPLER 655 AIRFOIL,-0.071883,-0.006323,0.008613,0.60392,0.069258,0.084185,-0.001673,0.024269,0.210745,0.014029,0.08482,-0.019961,0.00207602
GOE 115 (MVA MK.2) AIRFOIL,0.000768,0.034282,-0.062145,0.898177,0.043733,0.000936,-0.061145,0.040334,-0.046966,0.095881,-0.016904,0.07305,0.002077744
E487,0.277419,0.035597,-0.026656,0.615715,0.04583,0.130369,-0.073859,-0.13093,-0.00315,0.144886,-0.015758,0.000537,0.00207846
HQ 1.0/10 AIRFOIL,0.021856,0.040025,-0.072227,1.17712,0.025515,-0.077616,-0.026521,-0.206334,0.028276,0.036542,0.054709,-0.001345,0.002082172
LISSAMAN 7769 AIRFOIL,-0.012864,0.036989,0.493481,0.495236,-0.005662,0.158899,-0.101207,-0.024651,-0.079102,0.025638,-0.047655,0.060899,0.002082814
FAUVEL 14% AIRFOIL,0.106717,0.00237,0.470268,0.428237,0.007238,0.128436,-0.023664,-0.19298,-0.002114,0.011957,-0.113707,0.17724,0.002082902
ONERA HOR07 AIRFOIL,0.045198,0.004728,0.101132,0.818589,0.029846,-0.083818,-0.053843,0.10408,-0.071164,0.110189,-0.046767,0.04183,0.002083222
AS6095 | Ananda-Selig | AIAA Paper 2018-0310,0.199355,0.098603,0.053178,0.816117,0.001054,-0.293278,-0.097004,0.249719,-0.119605,0.050252,0.131578,-0.089971,0.002083554
D.G.A. 1138,0.238105,0.008168,0.041875,1.067082,0.039729,-0.399543,0.062485,-0.016662,0.037122,-0.006853,-0.084951,0.013443,0.002087358
HORSTMANN AND QUAST HQ-300 GD(MOD 2) AIRFOIL,-0.128755,0.016557,0.105336,0.536124,0.125805,0.095586,-0.032823,-0.0409,0.207135,0.035296,0.060191,0.020447,0.002090402
SIKORSKY SC1095 AIRFOIL,0.271514,0.018724,-0.037559,1.012557,0.038934,-0.242599,0.02068,-0.157011,0.015629,0.083974,-0.015084,-0.009759,0.002095452
EPPLER 547 AIRFOIL,-0.117973,-0.010178,0.087802,0.795225,0.032085,0.092875,0.01554,-0.188791,0.211279,-0.003977,0.090254,-0.004141,0.002096188
AH 93-W-215,-0.064965,-0.003921,0.092213,0.47987,-0.001344,0.338941,-0.006113,-0.021289,0.083476,0.008101,0.093344,0.001686,0.002096518
IST-MT1-18,-0.095245,0.000221,-0.074287,0.354347,0.000991,0.424881,-0.091174,0.266643,-0.006813,-0.016811,0.236899,0.000348,0.00209678
GOE 280 (DAIMLER XI) AIRFOIL,0.147613,0.00712,0.18046,0.888591,0.06538,-0.327175,0.051752,-0.015365,0.022266,0.010931,0.03021,-0.061784,0.002098002
ONERA OA206 AIRFOIL,0.148499,0.025264,0.012569,1.274347,0.004336,-0.300535,0.007215,-0.20615,0.007219,0.061838,-0.038024,0.003421,0.00209835
GOE 29B AIRFOIL,0.003235,0.024514,0.410242,0.530717,-0.000506,-0.064998,-0.028815,0.100014,0.003543,-0.032736,0.055693,-0.000903,0.002100566
GOE 477 AIRFOIL,0.037628,-0.001962,0.10256,0.826023,0.003247,-0.118124,0.011347,0.130195,0.0362,-0.004161,0.004535,-0.027487,0.002101214
I.S.A. 961,0.244098,0.00117,0.195553,0.738386,0.058385,-0.294486,0.057664,0.085004,0.034415,-0.054296,-0.067324,0.00143,0.00210194
MH 91  14.98%,0.077718,0.000111,0.24009,0.708333,0.000977,0.136403,-0.023043,-0.118388,0.031496,0.007442,-0.088192,0.027052,0.002102272
ARA-D 13% AIRFOIL,0.161705,0.071318,0.237591,0.600298,-0.000081,-0.077133,-0.00946,-0.008674,0.015413,0.010156,-0.001342,0.00021,0.00210624
ONERA HOR04 AIRFOIL,0.049877,0.064931,-0.075252,1.557347,-0.04264,-0.272534,-0.021868,-0.187158,-0.082936,0.014006,0.018818,-0.022589,0.002106824
GOE 147 (MVA H.6) AIRFOIL,0.183618,0.070184,0.256647,0.707655,0.003209,-0.196872,-0.073265,-0.01839,-0.008323,0.083804,-0.019127,0.01086,0.00210684
GIII BL0 AIRFOIL,0.174862,-0.009659,0.028338,1.041502,0.035662,-0.228162,0.067963,-0.182095,0.037676,0.078914,-0.040967,-0.004034,0.002106876
AS6097 | Ananda-Selig | AIAA Paper 2018-0310,0.071243,0.097392,0.140863,0.819687,-0.019063,-0.334957,-0.085676,0.244461,-0.066071,-0.005668,0.233358,-0.095569,0.002107382
N-14,0.217949,0.010466,-0.086558,1.064153,0.007647,-0.20864,0.045365,-0.171657,0.063015,0.084996,-0.030086,0.00335,0.002112838
GOE 627 AIRFOIL,0.27567,-0.002791,0.170757,0.308146,0.183661,-0.132991,0.05231,0.040422,0.093627,0.075636,-0.03648,-0.027968,0.00211411
GOE 502 AIRFOIL,0.097248,0.020951,-0.051111,0.229227,0.115652,0.147254,-0.05908,0.166019,0.010205,0.15238,0.170589,0.000667,0.002114656
FX 79-L-100,0.041784,0.029484,-0.078892,1.159864,0.048865,-0.023212,-0.050891,-0.207456,-0.025578,0.128217,-0.005865,-0.01632,0.002116854
SD7090 (10%),0.101684,0.050608,0.013511,0.960941,0.036853,-0.099791,-0.028246,-0.148199,-0.010665,0.07288,0.028508,0.021915,0.002117088
NASA/LANGLEY RC12-64C AIRFOIL,0.140204,-0.000265,-0.025149,1.000637,0.001779,-0.238231,0.065205,-0.136638,0.115981,0.074837,0.007645,-0.006004,0.002117518
GOE 63 AIRFOIL,0.074485,0.043703,0.310477,0.632585,0.044242,-0.165935,-0.027101,0.194695,-0.020332,-0.013808,-0.051615,-0.021397,0.002122332
"NACA 66,2-(1.8)15.5 A=.6 P-51 ROOT AIRFOIL",-0.011111,-0.000266,-0.064363,0.937883,0.021512,-0.143749,0.034726,-0.089525,0.301406,0.019624,-0.000866,-0.00527,0.00212261
SM701,0.039371,-0.002217,-0.048845,0.738321,0.090321,-0.005854,0.02078,-0.114614,0.151003,0.035347,0.245921,-0.149534,0.002122806
S7075 (9%),0.104374,0.040758,-0.04476,0.745942,0.191254,-0.178244,-0.043927,-0.078162,0.01811,0.190928,0.068207,-0.01448,0.002123186
Rhode St. Genese 34,0.230463,0.014375,0.357753,0.176376,0.270587,-0.122148,0.000104,0.145986,0.13015,-0.062493,-0.162417,0.021264,0.002123798
EPPLER 399 AIRFOIL,-0.061354,0.023296,-0.094177,0.498666,0.118364,0.166812,-0.093529,0.065297,0.119828,0.091358,0.177494,-0.012056,0.002124946
AH 79-K-132/20,-0.026925,-0.016791,0.082468,0.767551,0.016708,-0.094774,0.010857,0.070079,0.218182,-0.002081,-0.016774,-0.0085,0.002127248
GIII BL288 AIRFOIL,0.028827,-0.000005,0.025567,1.234187,-0.00294,-0.212793,0.036657,-0.189611,0.024177,0.047341,0.006239,0.002356,0.002128652
GOE 265 AIRFOIL,0.059658,0.010631,0.437788,0.400285,0.035531,-0.130018,-0.040289,0.199892,-0.040333,0.047244,-0.004767,0.024379,0.002134302
HQ 1.5/9 B AIRFOIL,0.040863,0.014654,-0.069137,1.059241,0.109238,-0.124252,-0.021675,-0.177042,0.008139,0.119205,0.05048,-0.009713,0.002135614
NACA 66(2)-215,-0.006612,0.002479,-0.080131,0.969263,0.023841,-0.150224,0.029795,-0.115061,0.28356,0.047397,0.005057,-0.009365,0.002135758
GOE 804 (EA 8) AIRFOIL,0.019014,0.000034,-0.099259,1.089157,0.005735,-0.341979,0.043611,0.009612,0.041642,0.056785,0.272893,-0.097245,0.002136024
GOE 371 AIRFOIL,0.044027,0.002764,0.089523,1.056419,0.000192,-0.200276,0.01046,0.053835,-0.032359,-0.006489,0.006052,-0.024148,0.002139474
GOE 276 (DAIMLER VII) AIRFOIL,0.152792,0.011631,0.117605,0.98382,0.030086,-0.312091,0.046397,-0.055163,-0.018039,0.020545,0.052383,-0.029966,0.002142458
NACA 64(4)-221,-0.13503,-0.000891,-0.106493,0.924646,0.016196,0.36281,-0.031157,-0.102978,0.121677,-0.038392,0.026258,-0.036645,0.00214416
AH 93-W-174,-0.16302,-0.010289,0.141451,0.586988,-0.018306,0.338377,-0.052095,0.022214,0.051128,0.013184,0.060888,0.029479,0.00215007
HQ 1.0/8 AIRFOIL,0.030544,0.045796,-0.08013,1.399079,-0.048461,-0.132996,-0.024203,-0.188259,0.004768,-0.009834,0.010548,-0.006853,0.002151076
RAF 89 AIRFOIL,0.167726,-0.03443,-0.044787,0.35089,0.015277,0.358669,0.026368,0.105977,0.110274,0.023821,-0.018181,-0.061604,0.002153892
ARA-D 10% AIRFOIL,0.181466,0.081197,0.133266,0.757177,0.030972,-0.218995,-0.00458,0.012605,-0.008276,0.042204,0.012919,-0.019955,0.002158204
S8052 (11.88%),0.015448,-0.000092,0.007046,1.044098,-0.004145,-0.003246,-0.000489,-0.109207,0.040113,0.00796,-0.002548,0.005062,0.002160142
EPPLER 479 AIRFOIL,0.281332,0.041158,-0.018111,0.470169,0.094613,0.180405,-0.110459,-0.097579,0.044315,0.150879,-0.032642,-0.00408,0.002161758
MH 46  11.39%,0.061634,0.026898,0.155962,0.913032,0.000041,0.135775,-0.093739,0.021661,-0.033008,-0.032141,-0.196073,0.03996,0.002162218
NACA 0010-34,0.052634,0.004595,-0.109674,1.350715,0.001867,-0.217093,0.061961,-0.211459,0.002588,0.087115,-0.034944,0.011694,0.002162906
S4110,0.090343,0.087567,-0.01498,0.840719,0.113533,-0.131595,-0.104563,-0.022827,0.014993,0.150906,0.045081,-0.069179,0.002165772
NACA 65(3)-218,-0.098548,-0.00166,-0.097614,0.949995,0.050116,0.109935,-0.000419,-0.102967,0.185,0.027439,0.041833,-0.063111,0.002166334
GOE 55 AIRFOIL,0.329038,0.098569,0.104951,1.040151,0.022317,-0.331269,-0.057017,-0.141589,-0.047241,0.056209,-0.018214,-0.055904,0.002168462
RG-15 8.9%,0.016284,0.162219,-0.020717,0.869417,0.144228,-0.094054,-0.153106,-0.200401,0.031235,0.188997,0.054362,0.001536,0.002176912
GOE 116 (MVA MK.3) AIRFOIL,-0.024955,0.00141,0.017035,0.858213,0.026085,-0.047067,-0.044176,0.138877,0.004757,0.116433,-0.03127,-0.015341,0.002177128
MH 122  9.32%,0.059612,0.001889,-0.278318,1.276424,0.057375,-0.231136,0.040104,-0.089522,0.043612,0.040153,0.179303,-0.099497,0.002178836
GOE 421 AIRFOIL,0.028169,0.011227,0.036397,0.22472,0.032386,0.13631,0.027859,0.308481,0.067345,-0.006854,0.127127,0.006834,0.002178988
GOE 738 AIRFOIL,0.100814,0.000314,0.227145,0.609317,-0.033236,0.158341,-0.028327,-0.010778,0.029195,-0.007696,-0.057909,0.012821,0.002179444
GOE 409 AIRFOIL,0.166302,0.011573,-0.074909,1.039821,-0.00147,-0.11699,0.024964,-0.149848,0.054559,0.094526,-0.023158,-0.025371,0.00218055
AG47ct  -02f rot.,0.170925,0.005605,0.010544,1.270519,-0.004303,-0.250994,-0.012381,-0.124673,-0.079793,0.090599,-0.063331,-0.012716,0.002181064
S8025 (8%),0.212897,0.038804,-0.019581,1.232144,-0.011362,-0.146362,-0.028441,-0.187771,-0.076868,0.042478,-0.059464,0.003526,0.002181414
BOEING-VERTOL VR-15 AIRFOIL,0.221897,0.035386,0.021132,1.18233,0.007869,-0.316541,0.027756,-0.100818,0.014121,0.033047,-0.093344,-0.032836,0.002182016
NACA M22 AIRFOIL,-0.059958,-0.035166,0.579944,0.579809,0.011889,-0.187833,0.012294,0.175083,0.009736,-0.00069,-0.216108,0.130999,0.002182804
FX 66-17AII-182 AIRFOIL,-0.346669,-0.002581,0.05181,1.023523,-0.036992,0.403548,-0.023126,-0.067476,0.008272,-0.111113,0.118399,-0.017594,0.002184244
GOE 227 (MVA H.37) AIRFOIL,-0.091673,0.060575,-0.07306,0.487249,0.051972,0.209976,-0.094414,0.14873,0.001983,0.020691,0.30033,-0.022359,0.0021852
EPPLER 904 AIRFOIL,0.078084,-0.000421,-0.097884,1.24607,0.009102,-0.303979,0.060536,-0.113601,0.057279,0.094193,-0.024084,-0.005295,0.00218556
RAE 102 AIRFOIL,0.020882,0.025763,-0.08189,1.256135,0.016797,-0.065435,-0.020584,-0.213512,-0.015523,0.094725,-0.005598,-0.011759,0.002185902
GOE 780 AIRFOIL,0.003777,-0.005833,-0.112216,1.27284,0.021522,-0.317455,0.085942,-0.087855,0.178952,0.022628,-0.068745,0.006443,0.002185924
NASA/LANGLEY LS(1)-0413MOD AIRFOIL,0.010969,0.009604,0.02127,0.87647,0.049118,-0.040778,0.005129,-0.183231,0.128699,0.001856,0.130583,-0.009688,0.00218782
J5012   12%,0.145397,0.020844,-0.082603,1.09167,0.003529,-0.123673,0.023534,-0.190084,0.033028,0.085241,-0.013037,0.006153,0.002189818
WORTMANN FX 79-K-144/17 AIRFOIL,-0.052059,-0.000228,0.033881,0.508567,0.140342,-0.046745,-0.061688,0.05168,0.312928,0.143092,-0.026913,-0.002856,0.002190796
DU 86-137/25 AIRFOIL,0.018804,0.008861,-0.070736,1.123313,0.006562,-0.055044,0.004213,-0.214547,0.165057,0.022951,-0.011872,0.002438,0.002200094
GOE 505 AIRFOIL,0.24649,0.00871,0.209594,0.295695,0.012802,-0.185908,0.047468,0.243251,0.120729,0.039701,-0.048947,0.010415,0.002200702
GOE 411 AIRFOIL,0.126945,0.082191,-0.102464,1.121584,0.005635,-0.084895,-0.018046,-0.153759,0.038064,0.062306,-0.070337,-0.007224,0.002202294
HUGHES HELICOPTERS HH-02 AIRFOIL,0.161388,0.017733,0.004179,1.213205,-0.00952,-0.078464,-0.038424,0.090816,0.000597,-0.093048,-0.168517,-0.099945,0.002203324
I.S.A. 571,0.186051,0.038275,0.150865,0.983624,0.040752,-0.31561,0.026052,-0.053122,-0.013176,0.005732,-0.005678,-0.043765,0.002208314
FX 75-141,-0.040325,-0.008612,-0.103346,0.895398,0.015399,0.034145,-0.019481,-0.026475,0.15243,0.033997,0.173793,-0.106923,0.00220863
HOBIESMO1.DAT,0.027236,0.038408,-0.001641,0.941578,0.015826,-0.040015,-0.067394,0.057527,-0.037159,0.054588,-0.013943,0.02499,0.002209962
GOE 512 AIRFOIL,0.23854,0.014376,0.285937,0.268542,0.057457,-0.17094,0.05041,0.140961,0.086139,0.031985,-0.092914,0.089507,0.002210026
BOEING-VERTOL VR-14 AIRFOIL,0.24807,0.004008,0.036104,1.073691,0.056783,-0.348105,0.054803,-0.10058,0.022318,0.043861,-0.065161,-0.025791,0.002210046
GIII BL332 AIRFOIL,0.03991,-0.000025,0.036264,1.212006,-0.004744,-0.209769,0.036075,-0.190655,0.023125,0.044444,0.012753,0.000616,0.002212166
LOCKHEED L-188 ROOT AIRFOIL,0.089635,0.005799,-0.104791,1.004267,0.007105,-0.128261,0.04385,-0.059917,0.129204,0.023462,0.068254,-0.078607,0.002213264
Supermarine 371-I (root),0.017826,-0.004344,-0.069943,1.095394,-0.00457,-0.09467,0.025321,-0.125223,0.146493,0.023971,-0.00704,-0.003216,0.002215056
AH 81-K-144/17,-0.045293,-0.154346,0.005026,0.633946,0.105736,-0.012635,0.072631,0.213812,0.186027,0.080139,-0.077294,-0.007749,0.00222005
BE50 (original),0.148781,0.061595,0.055206,0.995095,0.087745,-0.20008,-0.035081,0.016401,-0.078533,-0.000667,-0.022517,-0.027946,0.002221552
MH 95  15.86%,0.210753,0.0207,-0.001214,0.479172,0.215381,-0.119168,0.01456,-0.122817,0.133542,0.192474,0.043954,-0.067335,0.002221882
NACA 0006,0.150734,0.079979,-0.088411,1.271181,0.049519,-0.252158,-0.060689,-0.216944,-0.031607,0.153458,-0.04253,-0.012531,0.002223552
NACA 747A315,-0.027968,0.001955,0.152621,0.743277,0.030508,0.001331,-0.004385,-0.024648,0.178007,0.000239,-0.106006,0.055068,0.002225322
N-9,0.210251,0.020855,0.103495,0.925337,0.149688,-0.282221,0.031916,-0.050572,-0.003436,-0.019804,-0.117897,0.032389,0.002227568
GOE 322 (HANSA-BRANDENBURG IV.1) AIRFOIL,-0.010062,0.000197,0.377541,0.460769,0.024616,0.024853,0.000922,0.1329,0.040056,-0.038133,-0.026906,0.013246,0.00222787
FX74_CL5_140,-0.397086,-0.005398,0.338053,0.408249,0.017649,0.293881,-0.034251,-0.021225,0.047926,-0.145943,0.376221,0.121924,0.002228402
E168  (12.45%),0.180276,0.00795,-0.043404,0.917708,0.02319,0.064123,-0.048599,-0.1543,-0.043652,0.123903,-0.035398,0.008204,0.00222842
NACA 66-206,0.030393,0.006321,-0.104576,1.430533,-0.001632,-0.304246,0.021349,-0.182353,0.034207,0.072335,-0.000721,-0.00161,0.002228494
NACA 0010-34 a=0.8 c(li)=0.2,0.008913,0.000516,-0.118165,1.321141,0.005718,-0.200876,0.063111,-0.151201,0.00741,0.057282,-0.001814,0.007966,0.002231454
E. Bambino,0.037469,0.087982,0.033818,1.169586,-0.018808,-0.252252,-0.052515,-0.197883,-0.002307,0.158285,0.027761,0.008863,0.002234846
EPPLER 583 AIRFOIL,-0.076631,-0.063893,0.125922,0.540132,0.07436,0.012499,0.053949,0.048092,0.211825,0.024239,0.035618,0.013889,0.002236922
AH 94-145,-0.096838,0.005735,0.062085,0.697287,0.024285,0.030443,-0.009982,0.136914,0.160646,-0.053717,0.053062,-0.009919,0.002239304
S2046,0.066809,0.063688,-0.088406,1.051633,0.058518,-0.090567,-0.064398,-0.132503,-0.006458,0.076951,0.136414,-0.071683,0.002242892
EPPLER 584 AIRFOIL,-0.075427,-0.039141,0.161962,0.4804,0.082049,0.017044,0.03012,0.111035,0.20073,0.059577,-0.043836,0.015487,0.002242898
EPPLER 379 AIRFOIL,0.00125,-0.028178,0.549961,0.792488,-0.004003,-0.343968,-0.000243,0.163293,-0.002761,-0.096894,-0.077709,0.046764,0.002244036
GOE 443 AIRFOIL,0.045397,0.093384,-0.096812,1.425102,0.030983,-0.258319,-0.072221,-0.262419,-0.008671,0.126806,-0.025661,0.002432,0.00224453
DS21 Joe Wurts,0.075997,0.052178,-0.000768,1.026584,0.030944,-0.097401,-0.066258,-0.107084,-0.00484,0.107004,0.007431,-0.023787,0.002248988
AH 80-140,-0.047183,-0.008889,0.330887,0.591411,-0.013708,0.196274,-0.049748,0.059515,0.0051,-0.029337,-0.084358,0.050037,0.002249636
NACA 5-H-15 AIRFOIL,-0.123023,-0.032506,0.226684,0.706315,0.039893,0.139464,-0.031492,0.26672,0.103194,0.037853,-0.344961,0.011858,0.002252016
NACA 66(3)-418,-0.045667,-0.002632,-0.079338,0.702671,0.108594,-0.097302,0.031967,-0.043761,0.332134,0.089122,0.051581,-0.047371,0.00225235
NASA/LANGLEY LS(1)-0413 (GA(W)-2) AIRFOIL,0.0761,0.041603,-0.106146,0.947775,0.063136,-0.167603,0.007132,-0.194353,0.200031,0.007612,0.184607,-0.059895,0.00225354
EPPLER 542 AIRFOIL,-0.055803,-0.002761,0.108094,0.693114,0.062119,-0.043709,0.018809,-0.104954,0.277561,0.058766,-0.026466,0.015231,0.00225479
GOE 274 (DAIMLER V) AIRFOIL,0.184371,0.006436,0.172247,0.816184,0.04013,-0.32733,0.060009,0.012192,0.015269,0.025837,0.091051,-0.096396,0.002256124
S2060 8%,0.099503,0.053656,-0.068036,0.989591,0.106596,-0.165048,-0.060159,-0.122868,-0.006878,0.167508,0.035137,-0.029003,0.002256562
AH-6-40-7 AIRFOIL,0.049479,0.072927,0.04779,0.972093,0.017596,-0.198539,-0.036417,0.061608,-0.060346,0.01122,0.078448,-0.015859,0.002257586
OAF128 AIRFOIL,0.178057,0.126364,0.002284,0.756996,0.024751,0.097739,-0.145384,-0.118288,-0.040366,0.117893,0.007312,-0.007358,0.002259896
GOE 381 AIRFOIL,0.071789,0.002366,0.322355,0.820512,0.013313,-0.302614,0.015333,0.109705,0.037388,-0.006617,0.014674,-0.098203,0.002260968
AH 82-150 F,-0.003709,0.000009,0.000711,0.721736,0.0439,-0.182715,0.0242,0.131447,0.298352,0.051729,0.005865,-0.091525,0.00226105
HQ 0/9 AIRFOIL,0.050277,0.047147,-0.090152,1.268382,0.025771,-0.126862,-0.047484,-0.240866,0.011607,0.093085,-0.007876,0.016972,0.002262102
